285;floating_harbor;5142.86;9.50;142.63;-1.77;12406
286;floating_harbor;4511.50;9.50;825.40;-1.95;12204
288;floating_harbor;4295.00;9.50;897.00;-3.14;12267
289;floating_harbor;4403.00;9.50;836.00;-3.14;7292
290;floating_harbor;2733.60;9.50;1244.00;-0.54;12087
293;floating_harbor;3472.05;9.50;869.13;-4.59;10752
294;floating_harbor;3743.82;9.50;1012.57;-1.34;8020
296;floating_harbor;2560.11;9.50;835.75;-4.53;12747
297;floating_harbor;2949.00;9.50;705.00;-1.57;1903
298;floating_harbor;2629.24;9.50;749.02;-4.11;7959
300;floating_harbor;1929.00;9.50;272.00;-2.45;10502
303;floating_harbor;1584.74;9.50;693.87;-4.25;12983
304;floating_harbor;1567.18;9.50;1008.12;-4.12;7630
305;floating_harbor;1549.00;9.50;874.00;1.57;8047
306;floating_harbor;1593.24;9.50;928.98;0.97;7936
307;floating_harbor;1834.88;9.50;1033.82;-0.59;10823
308;floating_harbor;1822.18;9.50;1150.88;0.98;4450
309;floating_harbor;1947.37;9.50;971.99;-0.05;10906
312;floating_harbor;1441.29;9.50;1130.18;-0.49;8017
313;floating_harbor;1385.08;9.50;1085.27;-3.42;10886
314;floating_harbor;1399.18;9.50;1083.12;-4.12;12823
315;floating_harbor;1529.05;9.50;1223.05;-3.93;10498
316;floating_harbor;1477.88;9.50;1021.60;-4.21;13087
317;floating_harbor;1508.83;9.50;1083.48;-1.79;2075
318;floating_harbor;1650.87;9.50;1156.74;-3.61;1635
319;floating_harbor;1720.70;9.50;1157.21;-2.90;7660
327;floating_harbor;4659.00;9.50;887.00;1.36;10265
331;floating_harbor;1942.00;9.50;1660.00;-2.99;12680
332;floating_harbor;1882.00;9.50;1868.00;0.50;4720
333;floating_harbor;4537.21;9.50;687.70;1.33;12283
334;floating_harbor;4629.00;9.50;621.60;-1.03;12252
335;floating_harbor;4522.85;9.50;546.90;0.17;12277
336;floating_harbor;4427.83;9.50;698.52;-1.35;12271
338;floating_harbor;2722.00;9.50;1552.00;-4.36;6378
339;floating_harbor;3226.00;9.50;1270.40;-4.17;10038
340;floating_harbor;3238.00;9.50;1335.00;1.27;11867
341;floating_harbor;3236.95;9.50;1333.05;-2.36;3879
342;floating_harbor;3252.00;9.50;1256.00;-3.14;10122
344;floating_harbor;3363.05;9.50;1260.05;-3.93;806
345;floating_harbor;3344.92;9.50;1254.27;-2.86;10056
347;floating_harbor;3298.40;9.50;1357.50;0.38;11866
1;floating_harbor;2939.00;9.50;1356.00;1.57;3838
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
2;floating_harbor;3022.37;9.50;1340.14;-2.94;923
2;floating_harbor;2981.53;9.50;1360.63;-4.04;6862
2;floating_harbor;2999.79;9.50;1345.36;-3.46;9904
2;floating_harbor;2989.05;9.50;1354.05;-3.93;11751
5;floating_harbor;3111.84;9.50;1614.40;-0.42;3380
6;floating_harbor;2844.87;9.50;1546.26;0.46;6446
6;floating_harbor;2848.18;9.50;1546.88;0.98;6560
7;floating_harbor;2872.05;9.50;1572.95;0.79;68
7;floating_harbor;2869.12;9.50;1566.82;0.59;3211
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3171.00;9.50;1686.00;-3.25;83
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
14;floating_harbor;2732.00;9.50;1477.00;1.57;542
14;floating_harbor;2730.18;9.50;1480.12;-4.12;3552
14;floating_harbor;2756.00;9.50;1464.00;-3.14;6536
14;floating_harbor;2745.80;9.50;1498.60;0.64;6572
14;floating_harbor;2759.63;9.50;1462.53;-3.82;9510
14;floating_harbor;2765.00;9.50;1497.00;0.00;9525
15;floating_harbor;2820.12;9.50;1521.82;0.59;485
15;floating_harbor;2793.13;9.50;1511.26;-0.46;3579
15;floating_harbor;2771.00;9.50;1506.00;1.57;6449
15;floating_harbor;2804.63;9.50;1511.86;0.20;6599
15;floating_harbor;2815.70;9.50;1519.79;-0.24;9434
15;floating_harbor;2775.18;9.50;1498.88;0.98;9550
19;floating_harbor;2783.05;9.50;1413.05;-3.93;6621
19;floating_harbor;2779.36;9.50;1408.21;1.25;6777
19;floating_harbor;2769.00;9.50;1438.00;0.97;9737
21;floating_harbor;2884.05;9.50;1380.05;-3.93;11834
22;floating_harbor;2865.47;9.50;1380.63;-2.25;6960
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
23;floating_harbor;2779.74;9.50;1434.87;-4.25;6657
23;floating_harbor;2784.14;9.50;1426.63;-4.51;9597
29;floating_harbor;2842.00;9.50;1545.00;0.00;575
29;floating_harbor;2816.00;9.50;1519.00;-4.33;9500
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
31;floating_harbor;2861.00;9.50;1380.00;-1.57;3946
35;floating_harbor;2866.13;9.50;1551.26;-0.46;480
36;floating_harbor;2889.79;9.50;1593.64;0.32;6336
36;floating_harbor;2901.01;9.50;1595.93;0.14;9335
37;floating_harbor;2979.87;9.50;1642.26;0.46;3260
37;floating_harbor;2979.36;9.50;1615.79;-4.39;3305
37;floating_harbor;2976.00;9.50;1626.00;-2.47;3325
37;floating_harbor;2976.00;9.50;1626.00;-3.99;6287
37;floating_harbor;3047.00;9.50;1626.00;-1.46;6361
37;floating_harbor;3004.64;9.50;1626.79;-1.89;6393
38;floating_harbor;3089.95;9.50;1793.05;-2.36;130
38;floating_harbor;3083.95;9.50;1790.05;-2.36;205
38;floating_harbor;3080.86;9.50;1761.37;-1.37;3045
38;floating_harbor;3097.37;9.50;1799.53;-2.47;9088
38;floating_harbor;3086.00;9.50;1790.00;-1.57;9151
38;floating_harbor;3083.00;9.50;1773.40;-2.11;11040
38;floating_harbor;3080.37;9.50;1758.47;-0.67;11091
46;floating_harbor;3258.93;9.50;1397.01;-1.71;657
46;floating_harbor;3269.82;9.50;1413.12;-2.16;687
47;floating_harbor;3192.00;9.50;1315.00;-1.17;976
47;floating_harbor;3132.00;9.50;1278.00;-4.23;1109
47;floating_harbor;3192.00;9.50;1315.00;-1.28;3864
47;floating_harbor;3170.82;9.50;1309.12;-2.16;3973
47;floating_harbor;3132.00;9.50;1278.00;-4.41;3988
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
56;floating_harbor;2935.13;9.50;1597.26;-0.46;241
58;floating_harbor;2965.26;9.50;1619.13;-1.11;317
58;floating_harbor;2936.10;9.50;1608.15;1.41;3231
58;floating_harbor;2930.00;9.50;1608.00;1.06;3368
58;floating_harbor;2971.95;9.50;1615.95;-0.79;6389
58;floating_harbor;2949.14;9.50;1594.37;1.37;9347
58;floating_harbor;2976.00;9.50;1626.00;0.06;11331
59;floating_harbor;2943.00;9.50;1602.00;0.00;374
59;floating_harbor;2937.24;9.50;1598.43;0.40;3326
59;floating_harbor;2951.63;9.50;1596.47;0.67;6325
61;floating_harbor;2999.60;9.50;1612.50;-0.38;321
62;floating_harbor;3019.00;9.50;1610.00;0.26;349
62;floating_harbor;3029.73;9.50;1602.92;-1.29;3340
63;floating_harbor;3029.00;9.55;1600.00;0.00;6282
63;floating_harbor;3019.00;9.50;1610.00;0.83;6334
63;floating_harbor;3040.40;9.50;1610.50;0.38;9334
63;floating_harbor;3052.85;9.50;1613.90;0.17;9361
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
99;floating_harbor;2912.00;9.50;1680.00;1.09;316
99;floating_harbor;2923.00;9.50;1637.00;1.06;332
99;floating_harbor;2975.50;9.50;1669.40;-1.95;394
99;floating_harbor;2927.36;9.50;1638.79;-4.39;399
99;floating_harbor;2912.00;9.50;1680.00;0.92;3206
99;floating_harbor;2966.96;9.50;1636.23;-1.68;3277
99;floating_harbor;2973.95;9.50;1662.87;-1.45;6235
99;floating_harbor;2976.00;9.50;1626.00;-2.76;6364
100;floating_harbor;2500.65;9.50;1927.59;0.34;4861
100;floating_harbor;2433.00;9.50;1923.00;0.98;12674
101;floating_harbor;2002.65;9.50;1949.85;-3.64;10245
101;floating_harbor;2220.90;9.50;1981.06;-3.01;10636
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
103;floating_harbor;3032.74;9.50;1410.87;-4.25;591
103;floating_harbor;3079.00;9.50;1357.00;-2.86;3868
103;floating_harbor;3079.00;9.50;1357.00;-2.70;3924
103;floating_harbor;3088.00;9.50;1365.00;-3.14;6889
103;floating_harbor;3079.00;9.50;1357.00;-2.91;11816
103;floating_harbor;3035.74;9.50;1410.13;1.11;11901
105;floating_harbor;3101.40;9.50;1354.50;-3.52;9809
110;floating_harbor;2971.82;9.50;1717.12;-2.16;14
110;floating_harbor;2962.00;9.50;1693.00;-3.46;3171
110;floating_harbor;2966.87;9.50;1724.74;-3.61;6115
110;floating_harbor;2962.73;9.50;1709.08;-1.85;6151
110;floating_harbor;2961.70;9.50;1705.21;-2.90;9174
111;floating_harbor;3135.74;9.50;1768.13;1.11;169
111;floating_harbor;3216.99;9.50;1738.07;-3.00;204
111;floating_harbor;3233.37;9.50;1740.14;-2.94;3061
111;floating_harbor;3137.00;9.50;1742.00;-4.56;3083
111;floating_harbor;3134.10;9.50;1778.15;1.41;3117
111;floating_harbor;3227.88;9.50;1740.18;-2.55;3161
111;floating_harbor;3212.46;9.50;1735.45;-2.78;6009
111;floating_harbor;3135.40;9.50;1746.80;-4.07;6066
111;floating_harbor;3183.88;9.50;1729.18;-2.55;6108
111;floating_harbor;3236.85;9.50;1740.10;-3.31;6186
111;floating_harbor;3151.92;9.50;1734.53;-4.19;9194
111;floating_harbor;3188.87;9.50;1730.74;-3.61;11105
112;floating_harbor;2661.18;9.50;1320.12;-4.12;799
112;floating_harbor;2657.74;9.50;1319.13;1.11;3861
112;floating_harbor;2663.36;9.50;1340.21;1.25;6924
113;floating_harbor;2697.95;9.50;1572.05;-2.36;285
113;floating_harbor;2725.00;9.50;1612.00;-1.57;3359
113;floating_harbor;2707.86;9.50;1591.37;-1.37;7377
114;floating_harbor;2956.60;9.50;1303.50;-2.76;902
114;floating_harbor;2953.00;9.50;1358.00;-0.37;6891
114;floating_harbor;2927.00;9.50;1335.00;1.57;9772
114;floating_harbor;2963.43;9.50;1340.76;-1.17;9863
114;floating_harbor;2964.90;9.50;1329.15;-1.41;11755
114;floating_harbor;2951.82;9.50;1302.12;-2.16;11773
114;floating_harbor;2930.00;9.50;1326.00;1.57;11824
117;floating_harbor;3026.79;9.50;1331.36;-3.46;819
117;floating_harbor;3038.05;9.50;1322.05;-3.93;851
117;floating_harbor;3033.12;9.50;1329.18;-3.73;955
117;floating_harbor;3043.74;9.50;1319.87;-4.25;3968
117;floating_harbor;3018.05;9.50;1338.05;-3.93;9826
119;floating_harbor;2685.40;9.50;1643.50;0.38;276
119;floating_harbor;2709.43;9.50;1613.24;-1.98;3242
119;floating_harbor;2703.88;9.50;1642.82;-0.59;3329
120;floating_harbor;2730.37;9.50;1719.86;-0.20;131
120;floating_harbor;2720.13;9.50;1649.74;-2.68;284
120;floating_harbor;2755.00;9.50;1719.00;-0.76;3159
120;floating_harbor;2696.87;9.50;1692.26;0.46;3178
120;floating_harbor;2716.00;9.50;1650.00;-1.57;3373
120;floating_harbor;2727.82;9.50;1686.88;-0.98;6046
120;floating_harbor;2683.87;9.50;1690.74;-3.61;6062
120;floating_harbor;2755.00;9.50;1719.00;-0.74;6104
120;floating_harbor;2800.00;9.50;1783.00;-0.73;6196
120;floating_harbor;2700.36;9.50;1696.21;1.25;6205
120;floating_harbor;2755.00;9.50;1719.00;-0.69;9075
120;floating_harbor;2715.85;9.50;1718.90;0.17;9090
120;floating_harbor;2749.20;9.50;1722.60;-0.64;11064
120;floating_harbor;2694.00;9.50;1676.00;1.15;11161
121;floating_harbor;2756.00;9.50;1661.00;-1.57;6300
121;floating_harbor;2746.00;9.50;1657.00;-1.57;9383
121;floating_harbor;2745.00;10.10;1664.00;0.00;9392
122;floating_harbor;2722.00;9.50;1552.00;-4.42;377
122;floating_harbor;2727.05;9.50;1558.05;-3.93;407
122;floating_harbor;2725.18;9.50;1581.88;0.98;3274
122;floating_harbor;2724.87;9.50;1604.26;0.46;6363
122;floating_harbor;2740.30;9.50;1604.79;0.24;9364
123;floating_harbor;2729.87;9.50;1529.74;-3.61;540
123;floating_harbor;2764.95;9.50;1539.05;-2.36;3422
123;floating_harbor;2751.21;9.50;1537.36;-2.82;3463
123;floating_harbor;2709.74;9.50;1540.13;1.11;6526
123;floating_harbor;2735.63;9.50;1561.86;0.20;9562
124;floating_harbor;3109.79;9.50;1687.70;-1.33;408
125;floating_harbor;2820.82;9.50;1565.12;-2.16;221
125;floating_harbor;2827.86;9.50;1574.63;-1.77;271
125;floating_harbor;2828.00;9.50;1585.00;-1.57;322
127;floating_harbor;2816.95;9.50;1546.05;-2.36;3501
127;floating_harbor;2767.40;9.50;1538.50;-3.52;6489
127;floating_harbor;2774.12;9.50;1538.18;-3.73;9458
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
129;floating_harbor;2805.79;9.50;1597.70;-1.33;3353
129;floating_harbor;2822.00;9.50;1598.00;-1.78;9250
130;floating_harbor;2800.26;9.50;1615.13;-1.11;11297
131;floating_harbor;2779.64;9.50;1638.21;-1.25;351
131;floating_harbor;2725.00;9.50;1625.00;0.00;3311
131;floating_harbor;2741.05;9.50;1612.05;-3.93;6399
131;floating_harbor;2782.00;9.50;1632.60;-1.03;11270
131;floating_harbor;2775.00;9.50;1650.60;-1.03;11299
132;floating_harbor;2746.18;9.50;1600.88;0.98;3205
132;floating_harbor;2744.18;9.50;1615.88;0.98;6335
133;floating_harbor;2729.26;9.50;1627.87;-2.03;6350
133;floating_harbor;2694.00;9.50;1676.00;0.99;6385
133;floating_harbor;2713.00;9.50;1651.00;1.57;6395
133;floating_harbor;2694.00;9.50;1676.00;0.67;9237
133;floating_harbor;2736.21;9.50;1624.36;-2.82;9350
134;floating_harbor;2659.10;9.50;1630.85;-4.55;337
134;floating_harbor;2649.00;9.50;1596.00;1.57;3396
134;floating_harbor;2619.00;9.50;1604.00;1.33;9303
134;floating_harbor;2633.36;9.50;1610.79;-4.39;9321
134;floating_harbor;2635.74;9.50;1598.87;-4.25;9369
135;floating_harbor;2626.00;9.50;1560.00;-3.99;6289
135;floating_harbor;2632.36;9.50;1574.21;1.25;6405
135;floating_harbor;2670.95;9.50;1561.05;-2.36;7394
135;floating_harbor;2638.14;9.50;1561.63;-4.51;9405
135;floating_harbor;2684.13;9.50;1565.74;-2.68;11237
136;floating_harbor;2757.30;9.50;1699.79;0.24;200
136;floating_harbor;2757.82;9.50;1663.12;-2.16;3150
136;floating_harbor;2755.00;9.50;1719.00;-0.65;9161
136;floating_harbor;2767.26;9.50;1673.87;-2.03;11136
137;floating_harbor;3321.21;9.50;1419.30;-4.47;705
137;floating_harbor;3322.36;9.50;1414.21;1.25;3686
137;floating_harbor;3324.74;9.50;1439.13;1.11;3722
137;floating_harbor;3347.95;9.50;1407.05;-2.36;6704
137;floating_harbor;3359.20;9.50;1409.40;-2.50;9677
137;floating_harbor;3368.00;9.50;1411.00;-3.14;9680
137;floating_harbor;3351.70;9.50;1440.79;-0.24;9718
138;floating_harbor;2990.21;9.50;1666.30;-4.47;3307
138;floating_harbor;3033.82;9.50;1631.12;-2.16;6120
138;floating_harbor;3009.00;9.50;1628.00;-2.94;6345
138;floating_harbor;2997.74;9.50;1655.87;-4.25;6412
138;floating_harbor;3002.74;9.50;1630.87;-4.25;9279
138;floating_harbor;2998.14;9.50;1654.37;1.37;9362
138;floating_harbor;3035.95;9.50;1639.05;-2.36;11160
138;floating_harbor;3048.00;9.50;1640.00;-3.14;11215
138;floating_harbor;3038.70;9.50;1639.21;-2.90;11327
139;floating_harbor;3066.00;9.50;1653.00;-3.14;211
139;floating_harbor;3071.00;9.50;1649.00;-2.52;299
139;floating_harbor;3071.00;9.50;1649.00;-1.98;329
139;floating_harbor;3072.00;9.50;1675.00;-1.57;3229
139;floating_harbor;3074.90;9.50;1696.85;-1.74;11380
140;floating_harbor;2974.00;9.50;1704.00;1.57;171
140;floating_harbor;2962.00;9.50;1693.00;1.13;383
141;floating_harbor;3081.12;9.50;1707.18;-3.73;161
141;floating_harbor;3086.21;9.50;1754.64;-0.32;3182
141;floating_harbor;3097.86;9.50;1720.63;-1.77;6050
141;floating_harbor;3106.86;9.50;1725.63;-1.77;6209
141;floating_harbor;3079.88;9.50;1701.18;-2.55;11082
142;floating_harbor;2912.00;9.50;1680.00;-2.60;53
142;floating_harbor;2883.00;9.50;1720.00;-4.14;65
142;floating_harbor;2882.00;9.50;1747.00;1.57;122
142;floating_harbor;2896.36;9.50;1716.21;1.25;137
142;floating_harbor;2905.00;9.50;1813.00;-0.39;188
142;floating_harbor;2882.00;9.50;1747.00;-3.65;199
142;floating_harbor;2882.74;9.50;1767.87;-4.25;3090
142;floating_harbor;2936.05;9.50;1817.95;0.79;3096
142;floating_harbor;2882.00;9.50;1747.00;-4.10;3114
142;floating_harbor;2882.00;9.50;1747.00;-4.15;3188
142;floating_harbor;2912.00;9.50;1680.00;-2.80;3192
142;floating_harbor;2882.00;9.50;1747.00;1.44;6145
142;floating_harbor;2898.12;9.50;1690.18;-3.73;6176
142;floating_harbor;2954.82;9.50;1700.12;-2.16;9096
142;floating_harbor;2906.05;9.50;1800.95;0.79;9127
142;floating_harbor;2928.63;9.50;1815.47;0.67;9216
142;floating_harbor;2929.00;9.50;1683.00;-3.14;9296
142;floating_harbor;2919.12;9.50;1809.82;0.59;11100
142;floating_harbor;2946.95;9.50;1693.05;-2.36;11176
143;floating_harbor;2952.00;9.50;1850.00;0.00;21
143;floating_harbor;2976.05;9.50;1850.95;0.79;107
143;floating_harbor;2966.40;9.50;1847.00;0.54;3018
143;floating_harbor;2952.00;9.50;1850.00;0.44;3022
143;floating_harbor;2952.00;9.50;1850.00;0.75;6038
143;floating_harbor;2952.00;9.50;1850.00;-4.61;6041
143;floating_harbor;2952.00;9.50;1850.00;0.46;6116
144;floating_harbor;3077.00;9.50;2003.00;-4.66;22
144;floating_harbor;3037.74;9.50;1931.13;1.11;38
144;floating_harbor;3077.00;9.50;2003.00;1.12;44
144;floating_harbor;3327.00;9.50;1995.00;-1.54;64
144;floating_harbor;3077.00;9.50;2003.00;0.53;91
144;floating_harbor;3003.00;9.50;1904.00;-4.20;192
144;floating_harbor;3186.00;9.50;2023.00;0.90;2995
144;floating_harbor;3181.85;9.50;2011.90;0.17;3016
144;floating_harbor;3057.40;9.50;1946.20;0.93;3034
144;floating_harbor;3158.63;9.50;2001.86;0.20;3040
144;floating_harbor;3009.05;9.50;1901.95;0.79;3048
144;floating_harbor;3077.00;9.50;2003.00;1.01;3058
144;floating_harbor;3125.05;9.50;1988.95;0.79;3082
144;floating_harbor;2997.05;9.50;1884.87;1.45;3088
144;floating_harbor;3000.00;9.50;1881.60;1.03;3126
144;floating_harbor;3049.12;9.50;1941.82;0.59;3132
144;floating_harbor;3003.00;9.50;1904.00;-4.10;3145
144;floating_harbor;3186.00;9.50;2023.00;1.09;6015
144;floating_harbor;3020.80;9.50;1913.60;0.64;6071
144;floating_harbor;3144.63;9.50;1999.86;0.20;6079
144;floating_harbor;3272.96;9.50;1988.77;-1.46;6092
144;floating_harbor;2992.50;9.50;1868.60;1.19;6187
144;floating_harbor;3003.00;9.50;1904.00;-4.49;6214
144;floating_harbor;3223.27;9.50;2014.92;1.29;9042
144;floating_harbor;3248.23;9.50;2007.65;-0.84;9064
144;floating_harbor;3186.00;9.50;2023.00;0.42;9089
144;floating_harbor;3279.71;9.50;1988.94;-0.56;9116
144;floating_harbor;3003.00;9.50;1904.00;-4.38;9126
144;floating_harbor;3286.64;9.50;2007.21;-1.25;11034
144;floating_harbor;3116.21;9.50;1985.64;-0.32;11050
144;floating_harbor;3256.15;9.50;2016.90;-0.17;11063
